Student,Gender,PSATM,SATM,ACTM,Rank,Size,GPAadj,PlcmtScore,Recommends,Course,Grade,RecTaken,TooHigh,TooLow,CourseSuccess
3207,,,,23,4,57,40,32,R1,120,B-,1,1,0,0
3213,,,,25,16,67,35,28,R1,120,F,1,1,0,0
3217,,,,24,137,663,38,30,R1,120,B-,1,1,0,0
3218,,68,69,28,,,40,37,R1,120,A,1,1,0,1
3222,,62,59,26,156,259,27,23,R1,120,A-,1,1,0,1
3227,,54,,27,2,77,40,36,R1,120,A,1,1,0,1
3228,,61,,25,19,315,39,30,R1,120,B-,1,1,0,0
3231,,,,26,106,691,36,31,R1,120,B-,1,1,0,0
3240,,,,29,11,126,32,23,R1,120,C+,1,1,0,0
3245,,66,76,,,,32,33,R1,120,B+,1,1,0,1
3249,,50,61,25,1,60,40,34,R1,120,A,1,1,0,1
3251,,58,,23,49,315,36,25,R1,117,,0,0,0,
3252,,,63,28,24,303,38,33,R1,120,A-,1,1,0,1
3255,,,63,23,,,31,22,R1,120,,1,1,0,
3259,,,,29,46,257,38,35,R1,120,A-,1,1,0,1
3262,,62,,27,32,342,36,32,R1,120,B+,1,1,0,1
3266,,,,26,18,131,34,27,R1,120,C,1,1,0,0
3292,,,53,,,,40,32,R1,120,,1,1,0,
3312,,59,,29,152,254,28,30,R1,120,,1,1,0,
3313,,,55,23,105,402,37,23,R1,120,,1,1,0,
3327,,,67,,127,486,35,26,R1,120,,1,1,0,
3330,,66,68,26,,,35,30,R1,120,,1,1,0,
3338,,53,,28,5,51,0,12,R1,120,,1,1,0,
3340,,,,27,51,481,37,32,R1,120,,1,1,0,
3341,,,,25,4,7,30,27,R1,120,,1,1,0,
3343,,,69,,,802,27,30,R1,120,,1,1,0,
3347,,,67,,82,316,31,27,R1,120,,1,1,0,
3348,,,,24,,,31,24,R1,120,,1,1,0,
3349,,,,25,5,81,37,34,R1,120,,1,1,0,
3353,,,,24,139,439,29,23,R1,109,,0,0,0,
3357,,,66,,105,160,26,28,R1,120,,1,1,0,
3359,,,50,22,179,340,31,24,R1,120,,1,1,0,
3360,,54,,28,20,153,37,32,R1,120,,1,1,0,
3361,,,49,,1,13,39,26,R1,109,,0,0,0,
3364,,52,,23,107,698,37,30,R1,120,,1,1,0,
3367,,,55,,,,33,28,R1,120,,1,1,0,
3368,,55,,26,20,169,38,34,R1,120,,1,1,0,
3371,,,,25,9,81,39,31,R1,120,,1,1,0,
3374,,,,31,50,274,34,31,R1,120,,1,1,0,
3378,,64,61,29,48,240,37,28,R1,120,,1,1,0,
3379,,58,,25,143,336,28,27,R1,120,,1,1,0,
3381,,,55,,,362,35,26,R1,120,,1,1,0,
3390,,,,30,76,702,35,37,R1,120,,1,1,0,
3394,,,48,,,,33,22,R1,120,,1,1,0,
3396,,,60,,60,447,32,26,R1,120,,1,1,0,
3397,,,,25,105,422,34,30,R1,120,,1,1,0,
3399,,,,29,20,278,35,32,R1,120,,1,1,0,
3400,,,51,20,115,592,37,28,R1,120,,1,1,0,
3402,,,,26,12,98,38,30,R1,120,,1,1,0,
3403,,,57,,24,281,34,32,R1,120,,1,1,0,
3409,,,,23,36,159,34,27,R1,120,,1,1,0,
3410,,53,,28,77,427,38,30,R1,120,,1,1,0,
3414,,55,65,,61,383,39,36,R1,120,,1,1,0,
3422,,,,26,56,656,37,26,R1,120,,1,1,0,
3425,,,61,27,56,261,34,27,R1,120,,1,1,0,
3427,,,54,24,7,233,40,31,R1,120,,1,1,0,
3431,,47,55,28,56,292,33,28,R1,120,,1,1,0,
3432,,56,56,,31,462,37,31,R1,120,,1,1,0,
3437,,,,22,85,521,38,29,R1,120,,1,1,0,
3448,,,,18,15,273,38,26,R1,117,,0,0,0,
3449,,48,59,27,1,327,37,25,R1,120,,1,1,0,
3451,,,,30,50,286,36,28,R1,120,,1,1,0,
3456,,,,26,45,402,37,29,R1,120,,1,1,0,
3457,,60,,26,149,702,36,28,R1,120,,1,1,0,
3458,,,,29,4,561,40,37,R1,117,,0,0,0,
3461,,,,22,38,275,37,28,R1,120,,1,1,0,
3462,,58,55,27,5,108,39,31,R1,120,,1,1,0,
3468,,,54,24,82,426,38,28,R1,120,,1,1,0,
3470,,52,,23,,,35,27,R1,120,,1,1,0,
3473,,,,21,29,292,38,23,R1,120,,1,1,0,
3479,,66,,27,56,275,37,27,R1,120,,1,1,0,
3483,,,,28,35,100,33,31,R1,120,,1,1,0,
3494,,57,,26,25,422,40,35,R1,120,,1,1,0,
3497,,,,22,51,245,37,26,R1,120,,1,1,0,
3498,,,,22,96,428,36,27,R1,120,,1,1,0,
3499,,50,,24,1,46,40,35,R1,120,,1,1,0,
3505,,,59,,29,135,34,30,R1,117,,0,0,0,
3511,,,61,26,5,267,37,28,R1,120,,1,1,0,
3512,,,,23,82,492,36,27,R1,122,,0,1,0,
3513,,57,62,26,20,497,38,34,R1,120,,1,1,0,
3515,,59,,25,2,81,40,32,R1,120,,1,1,0,
3517,,,,27,70,488,37,35,R1,120,,1,1,0,
3518,,,,28,,,33,30,R1,120,,1,1,0,
3521,,,67,28,,,30,28,R1,120,,1,1,0,
3524,,,53,24,141,584,35,30,R1,120,,1,1,0,
3526,,,58,27,89,221,31,29,R1,120,,1,1,0,
3529,,,61,,,,35,31,R1,120,,1,1,0,
3532,,,51,25,64,206,34,28,R1,120,,1,1,0,
3534,,,,24,156,462,32,20,R1,120,,1,1,0,
3542,,66,,30,12,106,37,31,R1,120,,1,1,0,
3543,,49,,25,49,621,37,31,R1,120,,1,1,0,
3548,,53,64,25,133,427,33,23,R1,120,,1,1,0,
3550,,,,26,,191,28,23,R1,120,,1,1,0,
3553,,,58,27,,,27,25,R1,120,,1,1,0,
3555,,,55,26,1,235,40,36,R1,120,,1,1,0,
3557,,65,,25,10,186,39,33,R1,120,,1,1,0,
3565,,54,54,25,69,349,35,31,R1,120,,1,1,0,
3574,,,,21,34,140,34,25,R1,120,,1,1,0,
3576,,,56,,12,194,39,32,R1,120,,1,1,0,
3584,,,,26,10,276,40,37,R1,120,,1,1,0,
3590,,,56,,,,36,27,R1,120,,1,1,0,
3593,,,52,21,95,431,37,30,R1,120,,1,1,0,
3598,,,53,21,122,483,37,26,R1,120,,1,1,0,
3599,,,,31,32,76,30,31,R1,120,,1,1,0,
3603,,,,31,19,132,34,35,R1,120,,1,1,0,
3606,,47,54,25,,55,30,27,R1,120,,1,1,0,
3607,,57,61,31,,187,37,37,R1,120,,1,1,0,
3612,,60,,28,3,26,39,37,R1,120,,1,1,0,
3617,,62,60,26,17,316,37,27,R1,120,,1,1,0,
3624,,54,58,27,6,45,34,30,R1,120,,1,1,0,
3629,,,62,29,32,316,33,27,R1,120,,1,1,0,
3631,,,64,,43,359,33,27,R1,120,,1,1,0,
3633,,57,66,25,1,45,40,36,R1,120,,1,1,0,
3641,,,,27,66,472,37,35,R1,120,,1,1,0,
3642,,52,51,26,,187,36,33,R1,120,,1,1,0,
3645,,,59,,3,190,36,35,R1,120,,1,1,0,
3647,,60,67,28,1,60,40,37,R1,120,,1,1,0,
3650,,,60,24,121,522,30,24,R1,120,,1,1,0,
3651,,59,,23,23,312,37,28,R1,120,,1,1,0,
3661,,,,26,49,266,30,30,R1,120,,1,1,0,
3663,,,69,,,80,31,24,R1,117,,0,0,0,
3671,,,69,28,30,483,40,26,R1,120,,1,1,0,
3676,,,58,26,122,440,35,29,R1,120,,1,1,0,
3680,,,,26,113,688,36,33,R1,120,,1,1,0,
3681,,42,,21,55,159,34,23,R1,120,,1,1,0,
3683,,,,25,5,40,38,32,R1,120,,1,1,0,
3684,,,,25,18,349,38,27,R1,120,,1,1,0,
3692,,60,,26,4,55,40,33,R1,120,,1,1,0,
3694,,50,57,24,21,227,36,27,R1,120,,1,1,0,
3695,,,,23,43,199,38,32,R1,120,,1,1,0,
3705,,,64,,218,524,30,27,R1,120,,1,1,0,
3707,,,,29,21,153,36,30,R1,120,,1,1,0,
3715,,66,62,,47,425,36,32,R1,120,,1,1,0,
3722,,,,31,101,383,35,38,R1,120,,1,1,0,
3725,,,,24,22,278,37,32,R1,120,,1,1,0,
3726,,,,21,14,278,39,30,R1,120,,1,1,0,
3728,,63,67,,11,367,36,31,R1,120,,1,1,0,
3729,,,,25,2,91,34,27,R1,210,,0,0,0,
3733,,58,,28,32,312,39,37,R1,120,,1,1,0,
3736,,62,61,30,20,194,37,38,R1,120,,1,1,0,
3746,,,68,,9,291,39,33,R1,120,,1,1,0,
3753,,,,26,26,130,36,30,R1,120,,1,1,0,
3754,,,,25,7,130,39,33,R1,120,,1,1,0,
3756,,,,24,114,689,36,31,R1,120,,1,1,0,
3757,,50,61,30,,141,35,34,R1,120,,1,1,0,
3764,,52,,28,18,67,34,27,R1,120,,1,1,0,
3767,,,,27,,,37,31,R1,120,,1,1,0,
3770,,,,29,2,153,39,38,R1,120,,1,1,0,
3772,,49,,27,8,363,40,37,R1,120,,1,1,0,
3778,,,,24,195,428,30,25,R1,120,,1,1,0,
3779,,61,62,28,62,501,38,37,R1,120,,1,1,0,
3782,,,61,27,58,400,38,34,R1,120,,1,1,0,
3784,,,,23,170,488,32,24,R1,120,,1,1,0,
3785,,,,27,,,29,31,R1,120,,1,1,0,
3788,,,64,26,,,29,25,R1,120,,1,1,0,
3789,,,,26,213,413,27,27,R1,120,,1,1,0,
3790,,57,,32,17,88,36,37,R1,120,,1,1,0,
3795,,,,24,174,437,33,28,R1,120,,1,1,0,
3796,,,61,29,23,266,34,30,R1,120,,1,1,0,
3801,,52,,21,146,711,36,27,R1,120,,1,1,0,
3804,,57,63,,60,381,36,33,R1,120,,1,1,0,
3819,,,55,26,119,534,33,28,R1,120,,1,1,0,
3820,,,59,26,22,322,35,30,R1,120,,1,1,0,
3825,,,,25,174,479,33,27,R1,120,,1,1,0,
3828,,,61,,44,357,37,33,R1,120,,1,1,0,
3839,,,,26,22,278,37,31,R1,120,,1,1,0,
3846,,,,25,101,304,31,27,R1,120,,1,1,0,
3847,,,,29,164,272,28,30,R1,120,,1,1,0,
3853,,,,23,33,73,31,24,R1,120,,1,1,0,
3856,,47,54,23,163,488,33,25,R1,120,,1,1,0,
3863,,,,31,84,349,34,36,R1,120,,1,1,0,
3866,,,63,27,90,686,37,31,R1,120,,1,1,0,
3869,,,59,26,70,322,36,31,R1,120,,1,1,0,
3871,,,,21,141,524,35,25,R1,120,,1,1,0,
3877,,62,65,27,1,381,40,34,R1,120,,1,1,0,
3883,,,,26,80,304,33,30,R1,120,,1,1,0,
3887,,,,31,150,440,34,29,R1,120,,1,1,0,
3890,,,,25,6,57,38,31,R1,120,,1,1,0,
3891,,0,,28,77,461,37,33,R1,120,,1,1,0,
3892,,,54,21,15,154,39,27,R1,120,,1,1,0,
3896,,,,26,29,304,37,29,R1,120,,1,1,0,
3897,,,,25,7,70,37,33,R1,120,,1,1,0,
3899,,58,,27,81,723,38,31,R1,120,,1,1,0,
3904,,,,27,40,255,39,36,R1,120,,1,1,0,
3905,,54,,27,121,258,31,23,R1,120,,1,1,0,
3911,,,,19,15,258,39,28,R1,120,,1,1,0,
3914,,57,,25,7,100,39,28,R1,120,,1,1,0,
3917,,,57,27,39,349,38,32,R1,120,,1,1,0,
3920,,,45,24,61,292,36,28,R1,120,,1,1,0,
3922,,54,60,27,44,534,38,30,R1,120,,1,1,0,
3923,,55,52,23,11,44,35,24,R1,109,,0,0,0,
3927,,,,24,12,273,39,25,R1,117,,0,0,0,
3929,,,,22,33,524,39,28,R1,120,,1,1,0,
3930,,54,,23,2,85,40,31,R1,120,,1,1,0,
3932,,62,,29,29,292,38,37,R1,120,,1,1,0,
3934,,,,27,9,110,37,28,R1,120,,1,1,0,
3936,,,68,,82,480,36,35,R1,120,,1,1,0,
3941,,,,25,64,192,36,31,R1,120,,1,1,0,
3942,,,61,26,125,395,34,29,R1,120,,1,1,0,
3948,,,,26,136,432,35,30,R1,120,,1,1,0,
3950,,58,,26,42,488,38,31,R1,120,,1,1,0,
3952,,60,57,27,24,397,38,31,R1,120,,1,1,0,
3954,,,,26,27,332,37,34,R1,120,,1,1,0,
3956,,,,30,65,633,38,35,R1,120,,1,1,0,
3958,,59,59,,31,219,34,28,R1,120,,1,1,0,
3962,,,58,,,,28,26,R1,120,,1,1,0,
3964,,,62,,,,31,27,R1,120,,1,1,0,
3966,,,,30,50,338,35,36,R1,120,,1,1,0,
3968,,60,64,28,36,245,35,30,R1,120,,1,1,0,
3971,,55,,25,19,194,38,25,R1,120,,1,1,0,
3977,,50,,26,27,308,38,33,R1,120,,1,1,0,
3978,,44,50,20,11,336,37,23,R1,120,,1,1,0,
3983,,43,,23,126,333,33,28,R1,120,,1,1,0,
3986,,60,,26,45,369,38,34,R1,120,,1,1,0,
3993,,,58,,,,28,23,R1,120,,1,1,0,
3995,,51,,25,100,432,34,25,R1,120,,1,1,0,
3996,,,53,26,127,348,31,29,R1,120,,1,1,0,
4000,,43,,24,24,71,33,30,R1,120,,1,1,0,
4005,,,54,22,48,483,40,32,R1,120,,1,1,0,
4009,,,,30,,,36,32,R1,120,,1,1,0,
4011,,49,56,21,77,385,36,24,R1,120,,1,1,0,
4013,,,,25,7,96,38,29,R1,120,,1,1,0,
4022,,44,,25,33,107,33,30,R1,120,,1,1,0,
4028,,59,,28,36,334,37,29,R1,120,,1,1,0,
4031,,,49,25,13,119,36,30,R1,120,,1,1,0,
4035,,,,23,129,723,36,28,R1,120,,1,1,0,
4037,,,,21,83,292,33,22,R1,120,,1,1,0,
4038,,,,26,6,129,39,32,R1,120,,1,1,0,
4042,,70,,29,14,189,40,37,R1,120,,1,1,0,
4046,,53,,25,48,188,34,27,R1,120,,1,1,0,
4047,,58,,26,129,494,32,30,R1,120,,1,1,0,
4052,,61,,26,104,199,32,27,R1,120,,1,1,0,
4055,,,51,,125,590,28,26,R1,120,,1,1,0,
4063,,43,54,,,,28,26,R1,109,,0,0,0,
4065,,,,26,88,482,36,23,R1,120,,1,1,0,
4066,,,63,,,,35,32,R1,120,,1,1,0,
230,1,,,29,60,289,37,34,R12,120,C,1,0,0,0
231,0,65,55,27,47,472,37,34,R12,120,B+,1,0,0,1
232,0,,66,28,,,31,34,R12,122,A,0,1,0,1
233,0,59,,25,4,231,39,33,R12,122,A-,0,1,0,1
234,0,,58,26,,,36,33,R12,122,B,0,1,0,1
235,0,,,25,9,216,39,33,R12,120,B,1,0,0,1
236,1,,62,28,63,281,34,33,R12,120,A-,1,0,0,1
237,0,,,26,52,295,35,33,R12,120,B,1,0,0,1
238,1,69,67,,38,444,35,33,R12,122,B,0,1,0,1
239,0,63,,27,55,413,33,33,R12,122,B-,0,1,0,0
240,0,,61,26,4,172,38,33,R12,122,B-,0,1,0,0
242,0,,56,27,33,269,33,32,R12,120,C+,1,0,0,0
243,1,,,29,50,210,33,32,R12,120,B,1,0,0,1
244,1,70,,27,36,332,39,32,R12,120,B-,1,0,0,0
245,0,56,,27,2,98,38,32,R12,122,B+,0,1,0,1
246,1,70,74,29,,,33,32,R12,122,B+,0,1,0,1
247,0,66,63,27,,,32,31,R12,120,B,1,0,0,1
248,0,53,57,25,24,367,37,31,R12,120,C,1,0,0,0
249,0,53,61,22,41,322,36,31,R12,122,A,0,1,0,1
250,0,59,57,24,153,524,34,31,R12,120,B,1,0,0,1
251,0,,,25,20,382,38,30,R12,120,B+,1,0,0,1
253,1,,,29,37,216,35,30,R12,117,B,1,0,0,1
254,1,59,65,,106,296,29,30,R12,120,D,1,0,0,0
255,0,56,,27,122,433,34,30,R12,120,C,1,0,0,0
841,,58,,26,25,213,35,31,R12,122,C,0,1,0,0
868,,,,23,2,50,38,32,R12,120,A,1,0,0,1
872,,53,,25,17,322,37,31,R12,120,B,1,0,0,1
884,,59,,29,87,428,34,32,R12,120,A,1,0,0,1
904,,,49,25,42,380,37,32,R12,120,B+,1,0,0,1
909,,,60,26,62,198,34,31,R12,120,B,1,0,0,1
958,,,,26,57,421,36,30,R12,120,B-,1,0,0,0
991,,,,28,98,245,30,32,R12,120,A,1,0,0,1
1008,,51,55,22,17,275,39,34,R12,120,B-,1,0,0,0
1015,,,,25,182,528,32,31,R12,120,B,1,0,0,1
1101,,52,54,28,131,533,33,32,R12,120,C,1,0,0,0
1107,,,,25,73,520,35,30,R12,120,A,1,0,0,1
1114,,,,22,55,333,37,32,R12,120,A,1,0,0,1
1129,,56,,28,5,41,37,33,R12,122,C,0,1,0,0
1140,,61,65,,6,312,35,33,R12,122,B-,0,1,0,0
1154,,72,71,,,,33,33,R12,122,W,0,1,0,0
1159,,,,26,5,85,38,34,R12,128,C,0,1,0,0
1184,,53,53,25,77,565,35,34,R12,122,C+,0,1,0,0
1194,,45,,24,7,84,36,30,R12,120,A,1,0,0,1
1202,,,61,27,24,247,34,31,R12,122,B+,0,1,0,1
1206,,,67,,3,33,,,R12,122,B+,0,1,0,1
1212,,62,60,29,20,528,36,34,R12,122,B-,0,1,0,0
1216,,,,25,15,138,37,34,R12,122,B+,0,1,0,1
1218,,64,60,,41,384,35,32,R12,122,A-,0,1,0,1
1221,,,,25,5,133,39,32,R12,122,B,0,1,0,1
1412,,,,25,9,183,39,34,R12,122,D,0,1,0,0
1611,,57,63,26,103,529,34,31,R12,117,C+,1,0,0,0
1661,,58,,27,23,236,38,32,R12,120,B-,1,0,0,0
1734,,56,,25,7,126,37,33,R12,120,B+,1,0,0,1
1751,,,,23,75,598,38,31,R12,120,C+,1,0,0,0
1824,,,,27,58,414,38,32,R12,120,C+,1,0,0,0
1887,,56,,26,48,239,36,33,R12,128,D+,0,1,0,0
1965,,,60,,22,267,37,30,R12,122,C,0,1,0,0
2036,,,,27,91,414,36,31,R12,122,B,0,1,0,1
2048,,,,27,19,250,37,34,R12,120,B,1,0,0,1
2052,,51,,25,14,245,35,30,R12,122,C,0,1,0,0
2065,,,,24,85,598,37,30,R12,122,B,0,1,0,1
2098,,57,61,,20,246,37,34,R12,122,B,0,1,0,1
2175,,,67,26,58,404,34,32,R12,122,B+,0,1,0,1
2232,,60,57,23,22,153,39,31,R12,120,C+,1,0,0,0
2361,,,,26,24,178,38,34,R12,122,A,0,1,0,1
2515,,,,27,119,555,36,34,R12,122,C+,0,1,0,0
2528,,66,,30,75,281,34,34,R12,122,C,0,1,0,0
2676,,,,32,106,488,34,34,R12,120,B,1,0,0,1
2893,,,,29,5,120,36,34,R12,122,A,0,1,0,1
2937,,,63,,30,189,33,33,R12,122,B,0,1,0,1
2944,,62,,29,66,371,36,34,R12,120,B-,1,0,0,0
3061,,,62,26,4,99,39,34,R12,120,B+,1,0,0,1
3173,,,,27,43,353,36,34,R12,120,B+,1,0,0,1
3459,,,61,28,,90,30,32,R12,120,,1,0,0,
3537,,58,,27,34,158,35,33,R12,120,,1,0,0,
3580,,,,26,1,147,40,32,R12,120,,1,0,0,
3610,,,55,28,19,645,37,32,R12,120,,1,0,0,
3696,,53,,26,5,59,40,32,R12,120,,1,0,0,
3758,,62,,29,3,201,40,33,R12,120,,1,0,0,
3813,,,,30,87,440,37,32,R12,122,,0,1,0,
3823,,67,65,30,12,164,38,32,R12,120,,1,0,0,
3893,,,,30,7,87,36,33,R12,122,,0,1,0,
3895,,,,28,31,172,38,33,R12,120,,1,0,0,
130,0,,,32,27,580,39,45,R2,122,A,1,0,0,1
131,0,,74,31,1,402,40,44,R2,122,A+,1,0,0,1
132,1,,79,,2,220,40,44,R2,122,A,1,0,0,1
133,1,73,,30,1,86,40,44,R2,120,A,1,0,0,1
134,1,64,64,30,9,224,39,44,R2,128,B+,0,1,0,1
135,1,60,71,31,5,209,39,44,R2,128,A-,0,1,0,1
136,1,73,71,32,1,345,40,44,R2,117,A+,0,0,1,1
137,1,73,79,33,19,135,39,44,R2,122,A-,1,0,0,1
138,0,66,,30,1,435,39,43,R2,128,B,0,1,0,1
139,0,,,30,3,80,40,43,R2,122,A-,1,0,0,1
140,1,65,68,31,12,302,40,42,R2,122,A-,1,0,0,1
141,1,,62,33,12,74,35,42,R2,122,A,1,0,0,1
142,0,63,,29,9,331,39,42,R2,122,A,1,0,0,1
144,0,,67,,4,102,38,42,R2,122,B,1,0,0,1
145,0,,63,,1,168,40,42,R2,128,A-,0,1,0,1
146,1,71,67,34,12,231,36,42,R2,122,B+,1,0,0,1
147,1,,69,,,,39,41,R2,122,A,1,0,0,1
148,0,58,,28,14,221,39,41,R2,122,B+,1,0,0,1
149,0,64,62,30,55,524,38,41,R2,122,A,1,0,0,1
150,1,59,,29,40,580,38,41,R2,122,A,1,0,0,1
151,0,64,66,28,1,350,40,41,R2,122,A,1,0,0,1
152,0,55,58,28,14,254,38,41,R2,122,B+,1,0,0,1
153,1,,,31,17,580,39,41,R2,122,A-,1,0,0,1
154,0,69,,31,3,331,40,41,R2,122,A,1,0,0,1
155,0,,,29,3,497,40,41,R2,117,A,0,0,1,1
156,1,63,66,31,4,99,40,41,R2,120,B+,1,0,0,1
157,0,,63,30,1,72,40,41,R2,122,A+,1,0,0,1
158,0,60,,27,13,379,40,41,R2,128,A-,0,1,0,1
159,0,,,28,9,100,39,41,R2,122,A-,1,0,0,1
160,0,60,,26,4,115,40,40,R2,117,A-,0,0,1,1
161,0,59,,27,4,272,40,40,R2,128,A,0,1,0,1
162,1,64,,28,30,130,37,40,R2,126,B-,0,1,0,0
163,1,69,,29,2,162,40,40,R2,122,A,1,0,0,1
164,1,,,31,52,378,36,40,R2,128,B+,0,1,0,1
165,0,57,,25,3,308,40,40,R2,122,A,1,0,0,1
166,0,58,68,31,4,480,39,40,R2,122,A,1,0,0,1
167,1,66,,29,5,146,38,40,R2,122,B+,1,0,0,1
168,0,58,,27,3,352,39,40,R2,120,A,1,0,0,1
169,0,,,29,65,462,37,40,R2,122,C+,1,0,0,0
170,0,,63,29,15,335,39,40,R2,122,A,1,0,0,1
171,1,55,,31,55,670,37,40,R2,122,B,1,0,0,1
172,0,63,61,,8,159,39,40,R2,117,B+,0,0,1,1
173,1,54,,29,3,72,39,40,R2,122,A,1,0,0,1
174,1,62,,29,19,328,36,39,R2,122,A,1,0,0,1
175,0,,63,27,12,412,40,39,R2,117,A,0,0,1,1
176,1,,60,25,9,96,39,39,R2,122,A,1,0,0,1
177,0,64,67,28,1,116,40,39,R2,122,A,1,0,0,1
178,1,,,29,1,126,40,39,R2,120,A,1,0,0,1
179,1,69,63,30,1,407,39,39,R2,120,A,1,0,0,1
180,0,,70,,32,380,40,39,R2,120,B+,1,0,0,1
181,0,,63,29,29,485,37,39,R2,128,C,0,1,0,0
182,0,,,29,1,272,40,39,R2,120,A,1,0,0,1
183,1,67,63,27,24,317,38,39,R2,122,A-,1,0,0,1
184,0,54,,27,14,302,40,39,R2,120,B+,1,0,0,1
185,0,,,28,23,432,39,39,R2,122,A,1,0,0,1
186,1,58,63,29,8,193,38,39,R2,122,A,1,0,0,1
187,1,65,,30,38,216,37,38,R2,122,A,1,0,0,1
188,1,69,67,31,106,435,36,38,R2,122,A-,1,0,0,1
189,0,51,,26,1,105,40,38,R2,122,A,1,0,0,1
190,0,59,,30,6,86,40,38,R2,120,A,1,0,0,1
191,0,,55,26,7,472,40,38,R2,122,B+,1,0,0,1
192,0,65,68,28,4,87,40,38,R2,122,A,1,0,0,1
193,0,62,64,27,1,215,40,38,R2,120,A,1,0,0,1
194,0,65,65,31,1,350,40,38,R2,120,A,1,0,0,1
196,0,,,27,21,473,39,38,R2,120,B+,1,0,0,1
197,0,52,60,30,42,480,37,38,R2,122,A,1,0,0,1
198,1,63,,30,1,158,38,38,R2,122,B+,1,0,0,1
200,0,53,57,29,18,459,38,38,R2,122,B+,1,0,0,1
201,0,63,,27,14,525,38,38,R2,120,C,1,0,0,0
202,1,,,28,5,143,39,38,R2,120,B+,1,0,0,1
203,0,54,,27,12,379,40,38,R2,120,A,1,0,0,1
204,0,,66,30,95,589,38,38,R2,120,B,1,0,0,1
205,1,59,63,28,47,525,37,37,R2,122,A-,1,0,0,1
206,0,,61,29,12,136,37,37,R2,122,B,1,0,0,1
207,1,63,,31,17,437,34,37,R2,122,A-,1,0,0,1
208,0,53,64,24,4,77,40,37,R2,122,A,1,0,0,1
209,1,57,,28,16,337,38,37,R2,122,B+,1,0,0,1
210,0,,,25,33,309,38,37,R2,120,A-,1,0,0,1
211,0,60,67,29,37,349,37,36,R2,122,B+,1,0,0,1
212,1,,,28,52,369,36,36,R2,120,A,1,0,0,1
213,0,56,57,,1,29,39,36,R2,122,A,1,0,0,1
214,0,,,29,34,278,38,36,R2,120,B,1,0,0,1
215,1,,,29,7,100,39,36,R2,122,B,1,0,0,1
217,0,63,,29,40,245,35,36,R2,117,A-,0,0,1,1
218,0,53,,24,3,61,37,36,R2,122,B+,1,0,0,1
219,0,,,29,56,195,35,36,R2,120,A-,1,0,0,1
220,1,,,23,29,142,38,36,R2,120,B-,1,0,0,0
221,0,63,68,28,,,37,36,R2,122,A-,1,0,0,1
222,0,,56,,,,38,36,R2,122,B,1,0,0,1
223,0,48,,25,1,61,40,35,R2,122,A,1,0,0,1
224,1,,70,,46,198,32,35,R2,120,B,1,0,0,1
225,0,,,27,,,37,35,R2,122,A-,1,0,0,1
226,0,,,28,80,518,36,35,R2,120,C,1,0,0,0
227,1,,73,31,13,205,38,35,R2,122,A-,1,0,0,1
228,0,61,57,25,93,263,31,29,R2,122,B,1,0,0,1
229,1,,61,27,224,390,25,27,R2,126,C+,0,1,0,0
775,,,,,,,,,R2,120,B+,1,0,0,1
797,,,,,,,,,R2,114,C,0,0,1,0
887,,,68,31,38,402,36,39,R2,120,A,1,0,0,1
975,,58,,30,6,529,40,44,R2,120,A+,1,0,0,1
992,,56,,29,7,133,39,37,R2,120,A,1,0,0,1
1019,,54,,30,16,255,39,39,R2,120,A-,1,0,0,1
1026,,71,,32,,,34,35,R2,120,B,1,0,0,1
1034,,63,55,26,18,499,39,38,R2,120,A,1,0,0,1
1042,,59,68,29,61,377,38,37,R2,120,A,1,0,0,1
1044,,,64,27,17,368,40,39,R2,120,B,1,0,0,1
1058,,63,,32,4,91,40,41,R2,120,A,1,0,0,1
1103,,65,66,31,69,440,37,36,R2,120,B,1,0,0,1
1109,,59,,30,11,686,39,39,R2,120,A,1,0,0,1
1116,,,,31,19,125,38,39,R2,120,A+,1,0,0,1
1120,,58,,27,3,148,40,39,R2,120,A,1,0,0,1
1128,,64,,30,3,69,40,39,R2,122,C,1,0,0,0
1130,,,63,31,41,438,36,37,R2,122,A-,1,0,0,1
1131,,62,63,29,28,565,38,39,R2,122,B-,1,0,0,0
1132,,57,,30,5,81,38,36,R2,122,C,1,0,0,0
1133,,,63,29,42,610,40,40,R2,120,A,1,0,0,1
1135,,,,31,5,106,40,41,R2,122,A,1,0,0,1
1137,,,,30,1,506,40,40,R2,122,B-,1,0,0,0
1139,,,62,31,32,714,37,40,R2,120,A,1,0,0,1
1141,,64,,29,8,121,39,36,R2,120,A,1,0,0,1
1142,,,,29,23,419,39,42,R2,122,B,1,0,0,1
1143,,64,63,31,3,59,39,40,R2,122,A,1,0,0,1
1144,,,71,31,38,617,39,40,R2,122,A-,1,0,0,1
1145,,,,27,45,255,35,35,R2,122,C-,1,0,0,0
1146,,71,73,32,4,266,39,41,R2,122,B,1,0,0,1
1148,,65,,31,7,138,39,40,R2,122,C-,1,0,0,0
1149,,,79,33,90,534,36,38,R2,122,B,1,0,0,1
1151,,60,,30,10,293,38,40,R2,122,B,1,0,0,1
1152,,70,,31,4,280,40,41,R2,122,A,1,0,0,1
1153,,,61,30,13,468,37,39,R2,122,B,1,0,0,1
1155,,59,60,28,21,345,39,39,R2,122,B-,1,0,0,0
1156,,55,,27,118,557,37,38,R2,122,C,1,0,0,0
1158,,51,,24,17,162,39,37,R2,122,B,1,0,0,1
