airline,airport,OnTime,IndOHare,IndDelta
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,ORD,no,1,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
American,LGA,yes,0,0
